Date,MSFT,AAPL,NVDA,AMZN,GOOGL,META,BRK.B,AVGO,TSLA,LLY,JPM,XOM,UNH,V,PG,JNJ,COST,MA,HD,MRK,WMT,ABBV,BAC,CVX,NFLX,KO,AMD,ADBE,CRM,PEP,ORCL,LIN,QCOM,WFC,TMO,ACN,CSCO,TXN,AMAT,INTU,AMGN,VZ,DIS,CAT,GE,ABT,IBM,PFE,DHR,CMCSA,GS,SPGI,NOW,UNP,INTC,ISRG,NEE,HON,AXP,UBER,RTX,T,LOW,COP,BKNG,MS,PGR,MU,TJX,VRTX,LRCX,C,ETN,ADI,ELV,BLK,PLD,REGN,SYK,BSX,CB,MDT,MMC,KLAC,UPS,PANW,BAC.1,LMT,ADP,DE,AMT,BX,CI,TMUS,SCHW,FI,GILD,MDLZ,SO,NKE,BMY,SNPS,MO,ICE,ANET,DUK,WM,ZTS,CL,CRWD,APH,KKR,EOG,SHW,CDNS,CVS,EQIX,MCK,TT,CMG,CME,NXPI,MCO,PH,TGT,PNC,FDX,SLB,USB,CSX,ITW,BDX,EMR,GD,FCX,CTAS,AON,ABNB,WELL,PYPL,ECL,NOC,ORLY,ROP,APD,CEG,MAR,PSX,AJG,MPC,PCAR,MMM,F,COF,GM,TFC,CARR,HLT,NEM,WMB,NSC,EW,ADSK,AIG,DHI,TRV,O,SPG,DLR,MCHP,AEP,SRE,URI,ROST,AFL,KMB,OKE,VLO,PSA,TEL,BK,JCI,HUM,ALL,CCI,PRU,LHX,MET,CPRT,DXCM,GEV,D,HES,FIS,GWW,OXY,LEN,AMP,RSG,IQV,KMI,CMI,MPWR,SMCI,MRNA,OTIS,VRSK,STZ,PAYX,NUE,IR,AME,MSCI,FAST,IDXX,CTVA,RCL,A,PWR,DOW,PCG,CTSH,FANG,GIS,COR,FTNT,SYY,PEG,ACGL,MNST,EXC,BKR,KR,DFS,IT,EA,EXR,CNC,KVUE,ODFL,KDP,GLW,VMC,DD,XYL,LULU,BIIB,HAL,ED,EFX,ON,ADM,CHTR,VICI,HIG,CDW,ROK,DVN,PPG,HWM,CSGP,XEL,TRGP,RMD,WAB,MTD,AVB,TSCO,HSY,DAL,CBRE,EIX,IRM,MTB,WTW,EBAY,FITB,ANSS,AWK,FTV,KHC,NVR,DG,HPE,PHM,GRMN,NTAP,DOV,TROW,WEC,GPN,STT,CHD,VST,LYB,IFF,KEYS,BR,DTE,EQR,TTWO,NDAQ,ETR,WST,CAH,ZBH,SW,TER,FSLR,DECK,EL,WDC,STE,DLTR,WY,BRO,TYL,VLTO,AXON,ES,VTR,PPL,PTC,RJF,SYF,INVH,CPAY,LDOS,RF,HBAN,FE,CTRA,GDDY,STX,CINF,HUBB,ARE,GPC,BLDR,APTV,AEE,CBOE,BALL,ULTA,STLD,CFG,WBD,TDY,J,SWKS,PFG,MKC,CCL,ATO,WAT,ESS,HOLX,CNP,OMC,LH,TXT,COO,BAX,AVY,CMS,NTRS,ALGN,TSN,EG,PKG,DRI,WRB,BBY,EXPD,EXPE,CLX,MAA,MOH,ZBRA,FDS,DGX,LUV,BG,MAS,IP,EQT,K,IEX,NRG,UAL,LVS,AMCR,DOC,ENPH,L,KEY,AKAM,GEN,SNA,CAG,CE,TRMB,KIM,VTRS,LNT,ROL,NI,POOL,RVTY,JBL,SWK,LYV,CF,JBHT,PNR,KMX,NDSN,POOL.1,EVRG,HST,UDR,EPAM,SJM,JKHY,LKQ,QRVO,CPT,TECH,JNPR,EMN,APA,IPG,AES,MGM,LW,ALLE,CRL,UHS,ALB,AOS,REG,HII,NWSA,FFIV,TFX,CHRW,TAP,MOS,GNRC,INCY,TPR,MTCH,BXP,CPB,HRL,HSIC,PNW,AIZ,FOXA,MKTX,WBA,DAY,NCLH,FRT,WYNN,BF.B,BWA,CZR,HAS,ETSY,GL,PAYC,FMC,IVZ,DVA,MHK,BEN,RL,BIO,PARA,FOX,NWS
2024-07-20,37.1333,160.5833,115.658,21.9326,30.8709,35.3746,11.8166,22.2294,20.8614,59.2476,16.5452,14.6897,15.5838,48.5478,30.6771,22.1457,31.6381,187.7038,1362.9697,33.3826,23.4639,54.2623,8.4949,11.7611,31.5709,38.7715,2.4249,34.2239,9.3428,51.2605,193.9231,16.1932,38.9192,10.4293,13.5265,26.0004,27.5166,32.0443,45.193,16.9028,49.268,12.0953,5.4595,62.1665,16.1293,14.4405,36.2444,-2.7372,7.9822,17.4893,9.49,9.2552,14.6998,43.7556,0.7816,15.7675,9.0781,32.7404,34.9767,19.1775,3.6477,11.7876,126.32447738095239,21.9684,664.8392454545458,10.4007,34.4514,-3.4341,66.8342,-3.2395,45.7057,4.0371,19.6224,6.0071,16.5763,15.2042,5.2022,16.5507,18.576,9.3211,16.756,7.2566,31.6448,87.8454,28.331,85.8776,8.4949,87.3953,93.1398,41.7603,19.9913,18.9288,9.1277,14.729,11.995,11.7978,5.2632,14.0326,12.6796,40.0928,-26.5911,21.5799,138.43881304347826,9.3654,34.4627,9.213,35.0232,48.8884,753.3249,6.488,25.456,10.1715,27.0571,68.0708,29.4415,9.7277,8.5001,47.77907325581394,35.7498,43.5352,11.9133,31.4555,51.3103,25.3794,32.4621,10.3384,16.1393,21.9731,9.644,28.9226,101.2879,5.6326,6.8058,17.0785,16.1314,38.4235,82.4367,74.175,2.3725,22.0341,21.7995,15.3489,562.8229825581396,8.2683,16.2107,20.0316,139.21414827586207,16.9214,10.3605,28.9336,30.2828,24.314,8.7544,7.7714,14.6288,-10.037,11.9461,167.50587580645163,-8.0893,20.3764,14.013,22.024,65.206,8.7329,21.3058,15.7844,2.4165,82.9595,5.3883,20.696,10.5142,10.4195,32.6218,43.0167,23.5382,239.5445,21.4067,21.8227,20.954,28.6729,8.3431,7.438,10.1549,17.8406,18.7431,9.5936,6.1974,10.122,21.706,29.4131,0.0,7.5422,30.0751,2.9425,55.5327,14.4274,15.9639,67.6292,17.7794,22.8374,8.0122,18.9403,20.3707,31.1972,-40.9406,10.742712676056337,242.0456,25.8602,46.3491,17.63,8.5323,15.3672,195.9080152542373,33.5146,63.2455,3.4154,51.6502,20.7086,13.0805,6.2479,9.9722,16.3799,21.342,24.7546,187.7168,430.8828,99.4152,10.694,30.8428,24.615,9.4552,13.0329,18.5721,22.2303,134.4074,15.6237,8.8254,10.5852,10.5476,32.1364,8.7226,4.4263,12.3729,1.3911,7.5525,41.9424,7.6284,28.9032,8.4173,13.0503,25.2362,10.7498,34.924,10.6659,19.5293,58.5412,25.6848,29.6913,18.8727,23.1743,2.9372,10.6401,29.8834,22.703,9.9002,314.5794386138614,7.1432,51.2815,47.9182,43.8055,10.9054,5.4046,81.1267,8.6971,11.3829,50.0138,12.4854,9.4291,9.6307,8.6504,3.8669,39.5407,23.3499,8.5731,26.9676,20.9609,85.5531,29.5602,18.7222,11.1808,6.3432,7.3765,19.5314,12.6646,17.465,-14.678,16.9025,31.6684,12.8351,8.594,-50.9011,11.0171,12.4863,19.7201,-2.1900739130434808,7.9464,10.278,19.1897,18.1061,41.8735,6.9729,-6.9733,8.9673,-12.3031,7.3813,17.9576,7.0443,31.9483,17.2796,-0.5482,-1.4364,5.9948,10.5253,17.9992,20.7745,4.7016,33.4099,9.6256,10.3357,8.8747,8.0812,10.2007,210.5636156626506,184.9013551020408,18.0703,25.9311,1.4914,28.0611,32.4984,34.9708,10.4472,20.0387,12.7847,58.2135,22.7831,5.6686,-28.6666,9.8471,4.5669,12.7768,11.8194,14.3457,14.244,9.018,54.5704,9.5365,13.8459,10.1544,35.4237,5.3573,13.3803,4.4777,1.6043,29.3145,10.6973,12.7756,12.0881,0.0808,23.4332,18.0133,46.3771,21.0448,42.3148,28.5246,25.4586,66.3636,8.4693,25.1181,7.326,28.8122,13.5888,0.7339,12.2969,916.1904,5.4356,5.1121,22.8556,16.7274,59.6405,32.2088,47.8082,18.401,3.7226,13.958,9.9966,6.0,13.9058,28.3259,20.967,4.0153,28.2543,30.337,3.6417,-3.2034,9.4389,35.7114,9.1277,31.9619,2.5074,56.0542,-2.9696,53.6723,15.9547,15.1311,20.7217,6.728,18.2945,31.9619,7.7957,10.7683,3.0346,12.2992,9.9301,22.1286,12.1292,-0.7214,8.1577,8.3315,5.2772,16.0347,79.3798,27.1829,-1.7171,27.0157,45.3565,43.199,12.6031,14.9384,-4.1031,30.3421,6.131,19.1206,3.9429,19.5339,6.0352,22.9133,8.7902,2.2693,10.124,2.5148,31.538,17.086441558441553,3.1766,19.6987,9.8279,7.2527,10.2656,16.8108,14.3133,21.0174,-55.9656,1.9974,118.6333,9.3311,89.6474955882353,30.1842,11.8299,-4.5404,-56.7428,-97.37128019801978,22.6857,33.3284,36.8329,-0.5438,45.3327,-4.5178,7.5793,28.4026,-17.4127,-29.0975,14.3133,3.9429
2024-06-30,37.1333,160.5833,115.658,21.9326,30.8709,35.3746,11.8166,22.2294,20.8614,59.2476,16.5452,14.6897,15.5838,48.5478,30.6771,22.1457,31.6381,187.7038,1362.9697,33.3826,23.4639,54.2623,8.4949,11.7611,31.5709,38.7715,2.4249,34.2239,9.3428,51.2605,193.9231,16.1932,38.9192,10.4293,13.5265,26.0004,27.5166,32.0443,45.193,16.9028,49.268,12.0953,5.4595,62.1665,16.1293,14.4405,36.2444,-2.7372,7.9822,17.4893,9.49,9.2552,14.6998,43.7556,0.7816,15.7675,9.0781,32.7404,34.9767,19.1775,3.6477,11.7876,126.32447738095239,21.9684,664.8392454545458,10.4007,34.4514,-3.4341,66.8342,-3.2395,45.7057,4.0371,19.6224,6.0071,16.5763,15.2042,5.2022,16.5507,18.576,9.3211,16.756,7.2566,31.6448,87.8454,28.331,85.8776,8.4949,87.3953,93.1398,41.7603,19.9913,18.9288,9.1277,14.729,11.995,11.7978,5.2632,14.0326,12.6796,40.0928,-26.5911,21.5799,138.43881304347826,9.3654,34.4627,9.213,35.0232,48.8884,753.3249,6.488,25.456,10.1715,27.0571,68.0708,29.4415,9.7277,8.5001,47.77907325581394,35.7498,43.5352,11.9133,31.4555,51.3103,25.3794,32.4621,10.3384,16.1393,21.9731,9.644,28.9226,101.2879,5.6326,6.8058,17.0785,16.1314,38.4235,82.4367,74.175,2.3725,22.0341,21.7995,15.3489,562.8229825581396,8.2683,16.2107,20.0316,139.21414827586207,16.9214,10.3605,28.9336,30.2828,24.314,8.7544,7.7714,14.6288,-10.037,11.9461,167.50587580645163,-8.0893,20.3764,14.013,22.024,65.206,8.7329,21.3058,15.7844,2.4165,82.9595,5.3883,20.696,10.5142,10.4195,32.6218,43.0167,23.5382,239.5445,21.4067,21.8227,20.954,28.6729,8.3431,7.438,10.1549,17.8406,18.7431,9.5936,6.1974,10.122,21.706,29.4131,0.0,7.5422,30.0751,2.9425,55.5327,14.4274,15.9639,67.6292,17.7794,22.8374,8.0122,18.9403,20.3707,31.1972,-40.9406,10.742712676056337,242.0456,25.8602,46.3491,17.63,8.5323,15.3672,195.9080152542373,33.5146,63.2455,3.4154,51.6502,20.7086,13.0805,6.2479,9.9722,16.3799,21.342,24.7546,187.7168,430.8828,99.4152,10.694,30.8428,24.615,9.4552,13.0329,18.5721,22.2303,134.4074,15.6237,8.8254,10.5852,10.5476,32.1364,8.7226,4.4263,12.3729,1.3911,7.5525,41.9424,7.6284,28.9032,8.4173,13.0503,25.2362,10.7498,34.924,10.6659,19.5293,58.5412,25.6848,29.6913,18.8727,23.1743,2.9372,10.6401,29.8834,22.703,9.9002,314.5794386138614,7.1432,51.2815,47.9182,43.8055,10.9054,5.4046,81.1267,8.6971,11.3829,50.0138,12.4854,9.4291,9.6307,8.6504,3.8669,39.5407,23.3499,8.5731,26.9676,20.9609,85.5531,29.5602,18.7222,11.1808,6.3432,7.3765,19.5314,12.6646,17.465,-14.678,16.9025,31.6684,12.8351,8.594,-50.9011,11.0171,12.4863,19.7201,-2.1900739130434808,7.9464,10.278,19.1897,18.1061,41.8735,6.9729,-6.9733,8.9673,-12.3031,7.3813,17.9576,7.0443,31.9483,17.2796,-0.5482,-1.4364,5.9948,10.5253,17.9992,20.7745,4.7016,33.4099,9.6256,10.3357,8.8747,8.0812,10.2007,210.5636156626506,184.9013551020408,18.0703,25.9311,1.4914,28.0611,32.4984,34.9708,10.4472,20.0387,12.7847,58.2135,22.7831,5.6686,-28.6666,9.8471,4.5669,12.7768,11.8194,14.3457,14.244,9.018,54.5704,9.5365,13.8459,10.1544,35.4237,5.3573,13.3803,4.4777,1.6043,29.3145,10.6973,12.7756,12.0881,0.0808,23.4332,18.0133,46.3771,21.0448,42.3148,28.5246,25.4586,66.3636,8.4693,25.1181,7.326,28.8122,13.5888,0.7339,12.2969,916.1904,5.4356,5.1121,22.8556,16.7274,59.6405,32.2088,47.8082,18.401,3.7226,13.958,9.9966,6.0,13.9058,28.3259,20.967,4.0153,28.2543,30.337,3.6417,-3.2034,9.4389,35.7114,9.1277,31.9619,2.5074,56.0542,-2.9696,53.6723,15.9547,15.1311,20.7217,6.728,18.2945,31.9619,7.7957,10.7683,3.0346,12.2992,9.9301,22.1286,12.1292,-0.7214,8.1577,8.3315,5.2772,16.0347,79.3798,27.1829,-1.7171,27.0157,45.3565,43.199,12.6031,14.9384,-4.1031,30.3421,6.131,19.1206,3.9429,19.5339,6.0352,22.9133,8.7902,2.2693,10.124,2.5148,31.538,17.086441558441553,3.1766,19.6987,9.8279,7.2527,10.2656,16.8108,14.3133,21.0174,-55.9656,1.9974,118.6333,9.3311,89.6474955882353,30.1842,11.8299,-4.5404,-56.7428,-97.37128019801978,22.6857,33.3284,36.8329,-0.5438,45.3327,-4.5178,7.5793,28.4026,-17.4127,-29.0975,14.3133,3.9429
2024-05-31,38.4878,147.2497,115.658,20.3045,29.7635,33.3605,13.5683,22.2294,23.7363,50.7467,15.7409,16.2478,17.2219,46.5275,31.7918,24.2346,31.6381,186.3153,1362.9697,5.3109,23.4639,56.2435,8.7243,12.6405,29.7964,39.3147,2.0127,34.2239,9.3428,50.95,193.9231,15.8254,38.2638,10.2608,13.6163,26.0004,27.5166,36.6598,45.193,16.9028,72.5747,12.4235,2.716,62.7893,12.7115,14.7623,36.2404,-0.2621,7.7554,18.1316,7.9441,7.9491,28.1316,45.4496,3.7942,15.8157,11.4516,33.1983,32.8548,15.5873,5.3354,13.0347,126.32447738095239,21.8066,664.8392454545458,9.5589,29.9169,-3.4341,66.8342,24.3755,43.9457,3.9085,18.5053,6.0071,15.9549,15.1713,5.8741,15.2825,18.6375,9.2483,16.0401,7.2566,33.3697,90.3515,32.0445,85.8776,8.7243,83.1615,88.9225,41.7603,17.2293,20.5938,8.9684,13.5675,12.2551,10.9189,2.3909,15.1264,11.7447,40.0928,-25.3334,21.5799,138.43881304347826,10.2909,34.6972,8.7982,35.3017,50.0471,531.6698,6.488,25.4447,10.8584,27.2174,72.4563,32.1729,10.0871,7.7278,47.77907325581394,33.8986,44.3736,11.726,32.6819,49.5804,25.8857,32.4621,10.5467,16.1393,21.9785,9.2796,29.0423,100.0326,5.3724,9.4905,16.7123,14.3768,38.4235,17613.3333,74.9071,1.8392,21.3954,20.1595,14.7007,562.8229825581396,8.5911,16.1159,20.8248,139.21414827586207,18.0279,10.3016,29.6371,32.9207,-68.3888,9.4013,9.2606,14.4262,-2.1803,13.1736,167.50587580645163,-10.9799,21.2285,11.1942,21.4954,65.206,9.0928,22.0911,13.059,2.2842,79.0093,5.8474,28.9551,11.3142,10.2486,32.9836,43.0167,24.6993,180.6356,19.0779,26.2403,21.3185,28.9284,8.1727,8.0014,12.0962,7.2853,21.0232,7.0545,6.1608,7.8145,21.706,28.5414,0.0,7.2323,24.6935,1.8967,57.7357,13.5177,15.9639,69.356,17.371,22.1081,8.0053,19.6549,21.0864,30.5706,-37.6767,10.742712676056337,431.8998,25.8602,46.3491,22.2786,8.5631,15.7655,195.9080152542373,34.5562,71.914,2.7926,50.68,20.7086,13.1179,6.414,9.7036,15.9993,19.9109,24.7546,213.1457,79.21277669902912,111.0316,11.8775,29.0502,20.9801,9.0637,12.1846,18.5721,18.5751,133.8718,17.1957,8.9603,10.4382,9.6495,30.6025,8.7147,5.7392,12.7663,1.7313,9.6142,41.9424,8.0503,28.863,8.5072,12.8331,29.8036,12.3645,37.5894,10.6138,18.2635,58.8143,30.2535,28.9029,18.7918,21.9192,4.1137,10.6235,30.1853,22.3856,9.0028,314.5794386138614,8.347,55.5795,54.768,57.5383,11.8367,4.9823,47.3728,9.7818,10.6564,45.3687,12.3642,8.5277,9.8087,8.8374,5.6804,40.0874,23.3499,8.5731,27.2957,19.973,85.5531,30.3841,19.1648,11.8416,5.9138,7.5554,20.0839,12.992,16.3199,-15.5027,16.9025,32.7699,11.5927,8.2045,-50.9054,11.6366,15.0523,20.8437,-2.1900739130434808,7.7952,12.6984,17.1517,16.049,39.2214,9.9849,-13.1664,8.922,-12.3031,7.9682,17.4473,6.6283,33.0024,16.2871,-2.6403,-0.6153,5.4246,10.5401,16.9658,20.5794,5.3198,32.3438,7.4512,10.771,9.3704,9.4807,10.0978,5833.7268,184.9013551020408,20.2863,26.9691,1.6657,30.19,30.488,29.2494,10.346,21.09,11.944,58.2135,27.78,5.9672,-6.3863,10.0199,4.8022,14.1447,12.0769,14.3457,14.244,9.161,65.0208,9.5701,9.1964,9.2561,36.615,4.3663,13.3725,4.4777,-0.4232,26.099,10.8429,8.3361,12.7704,-3.2608,25.4836,18.5396,46.3771,20.7279,42.3148,26.035,25.5068,118.0327,9.1201,27.5285,8.6138,28.8122,14.1452,3.8345,17.3467,5232.4324,2.2347,4.526,21.2711,16.855,51.5602,33.9051,47.5935,15.9451,2.5135,29.1593,10.0643,6.041,14.2176,28.0191,21.4359,4.0153,29.295,5.5781,3.5056,-0.274,10.62,35.9325,8.2804,38.4574,2.3091,56.0542,-0.81,58.6832,17.7297,16.525,20.4637,6.728,18.2945,38.4574,7.5519,10.4939,10.0806,13.0495,9.9301,22.8142,13.9808,-1.8855,9.0564,10.3995,5.0244,17.0561,121.6279,29.0227,-1.4784,24.4263,45.3565,45.1513,13.1442,13.305,3.8618,31.4433,5.7824,18.3378,2.8839,17.6189,6.8733,21.5653,8.3197,6.6613,9.7123,15.1254,34.9627,17.086441558441553,3.5262,19.6987,9.8279,8.3436,8.6403,16.429,14.9953,21.071,-55.9656,2.2476,261.1777,7.7811,89.6474955882353,30.1842,10.9175,19.9927,-74.2754,-97.37128019801978,22.5393,33.8087,31.2108,-0.7335,43.2188,-5.2644,7.7503,26.4833,-3.4267,-2.9006,14.9953,2.8839
2024-04-30,38.4878,147.2497,115.658,20.3045,29.7635,33.3605,13.5683,24.7494,23.7363,50.7467,15.7409,16.2478,17.2219,46.5275,31.7918,24.2346,31.1944,186.3153,1362.9697,5.3109,23.4639,56.2435,8.7243,12.6405,29.7964,39.3147,2.0127,32.367,9.3428,50.95,498.4543,15.8254,38.2638,10.2608,13.6163,27.3811,27.5166,36.6598,45.193,16.9028,72.5747,12.4235,2.716,62.7893,12.7115,14.7623,36.2404,-0.2621,7.7554,18.1316,7.9441,7.9491,28.1316,45.4496,3.7942,15.8157,11.4516,33.1983,32.8548,15.5873,5.3354,13.0347,126.32447738095239,21.8066,664.8392454545458,9.5589,29.9169,-8.2675,65.4763,24.3755,43.9457,3.9085,18.5053,7.8131,15.9549,15.1713,5.8741,15.2825,18.6375,9.2483,16.0401,7.2566,33.3697,90.3515,32.0445,85.8776,8.7243,83.1615,88.9225,41.7603,17.2293,20.5938,8.9684,13.5675,12.2551,10.9189,2.3909,15.1264,11.7447,36.3807,-25.3334,21.5799,138.43881304347826,10.2909,34.6972,8.7982,35.3017,50.0471,531.6698,6.488,25.4447,10.8584,27.2174,72.4563,32.1729,10.0871,7.7278,47.77907325581394,33.8986,44.3736,11.726,32.6819,49.5804,25.8857,33.5549,10.5467,17.1988,21.9785,9.2796,29.0423,100.0326,5.3724,9.4905,16.7123,14.3768,38.2207,17613.3333,74.9071,1.8392,21.3954,20.1595,14.7007,562.8229825581396,8.5911,16.1159,20.8248,139.21414827586207,18.0279,10.3016,29.6371,32.9207,-68.3888,9.4013,9.2606,14.4262,-2.1803,13.1736,167.50587580645163,-10.9799,21.2285,11.1942,21.4954,65.206,9.0928,22.0911,13.059,2.2842,79.0093,5.8474,28.9551,11.3142,10.2486,32.9836,40.9287,24.6993,180.6356,19.0779,26.2403,21.3185,28.9284,8.1727,8.0014,12.0962,7.2853,21.0232,7.0545,6.1608,7.8145,21.706,28.5414,0.0,7.2323,24.6935,1.8967,57.7357,13.5177,15.9035,69.356,17.371,22.1081,8.0053,19.6549,21.0864,30.5706,-37.6767,10.742712676056337,431.8998,18.7802,46.4704,22.2786,8.5631,15.7655,195.9080152542373,34.5562,71.914,2.7926,50.68,20.7086,13.1179,6.414,9.7036,15.9993,19.9109,25.5662,213.1457,79.21277669902912,111.0316,11.8775,29.0502,20.9801,9.0637,12.1846,20.0693,18.5751,133.8718,17.1957,8.9603,10.4382,9.6495,30.6025,8.7147,5.7392,12.7663,1.7313,9.6142,41.9424,8.0503,28.863,8.5072,12.8331,29.8036,12.3645,37.5894,10.6138,18.2635,58.8143,30.2535,28.9029,18.7918,21.9192,4.1137,10.6235,30.1853,22.3856,9.0028,314.5794386138614,8.347,55.5795,54.768,57.5383,11.8367,4.9823,47.3728,9.7818,10.6564,45.3687,12.3642,8.5277,9.8087,8.8374,5.6804,40.0874,27.0326,8.5731,27.2957,19.973,85.5531,30.3841,19.1648,11.8416,5.9138,7.5554,20.0839,12.992,16.3199,-15.5027,16.9025,32.7699,11.5927,8.2045,-50.9054,11.6366,15.0523,20.8437,-2.1900739130434808,7.7952,12.6984,17.1517,16.049,39.2214,9.9849,-13.1664,8.922,15.7588,7.9682,17.4473,6.6283,33.0024,16.2871,-2.6403,-0.6153,5.4246,10.5401,16.9658,20.5794,5.3198,32.3438,7.4512,10.771,9.3704,9.4807,10.0978,5833.7268,184.9013551020408,20.2863,26.9691,1.6657,30.19,30.488,29.2494,10.346,21.09,11.944,60.9088,27.78,5.9672,-6.3863,10.0199,4.8022,14.1447,12.0769,13.9476,6.3025,9.161,65.0208,9.5701,9.1964,9.2561,36.615,4.3663,13.3725,4.4777,-0.4232,26.099,10.8429,8.3361,12.7704,-3.2608,25.4836,18.5396,49.0484,20.7279,42.4418,26.035,25.5068,118.0327,9.1201,27.5285,8.6138,28.7057,14.1452,3.8345,17.3467,5232.4324,2.2347,4.526,21.2711,16.855,51.5602,33.9051,47.5935,15.9451,2.5135,29.1593,10.0643,6.041,14.2176,28.0191,21.4359,10.4735,29.295,5.5781,3.5056,-0.274,10.62,35.9325,8.2804,38.4574,2.3091,56.6016,-0.81,58.6832,17.7297,16.525,20.4637,8.2007,18.2945,38.4574,7.5519,10.4939,10.0806,13.0495,9.9301,22.8142,13.9808,-1.8855,9.0564,10.3995,5.0244,17.0561,121.6279,29.0227,-1.4784,24.4263,88.524,45.1513,13.1442,13.305,3.8618,31.4433,5.7824,18.3378,2.8839,17.6189,6.8733,21.5653,8.3197,6.6613,9.7123,15.1254,34.9627,17.086441558441553,3.5262,19.6987,9.8279,8.3436,8.6403,16.429,14.9953,21.071,-57.1917,2.2476,261.1777,7.7811,89.6474955882353,30.1842,10.9175,19.9927,-74.2754,-97.37128019801978,22.5393,33.8087,31.2108,-0.7335,43.2188,-5.2644,7.7503,26.4833,-3.4267,-2.9006,14.9953,2.8839
